1:1	ቃለ፡ በረከት፡ ዘሄኖክ፡ በከመ፡ ባረከ፡ ኅሩያነ፡ ወጻድቃነ፡ እለ፡ ሀለዉ፡ ይኩኑ፡ በዕለተ፡ ምንዳቤ፡ ለአሰስሎ፡ ኵሉ፡ እኩያን፡ ወረሲዓን።
52:1	ወእምድኅረ፡ እማንቱ፡ መዋዕል፡ በውእቱ፡ መካን፡ ኀበ፡ ርኢኩ፡ ኵሎ፡ ራእያተ፡ ኅቡኣተ፡ እስመ፡ ተመሠጥኩ፡ በነኰርኳረ፡ ነፋስ፡ ወወሰዱኒ፡ ውስተ፡ ዐረብ።
52:2	ወበህየ፡ ርእያ፡ አዕይንትየ፡ ኅቡኣተ፡ ሰማይ፡ ኵሎ፡ ዘይከውን፡ ሀሎ፡ በዲበ፡ ምድር፡ ደብረ፡ ኀጺን፡ ወደብረ፡ ጸሪቅ፡ ወደብረ፡ ብሩር፡ ወደብረ፡ ወርቅ፡ ወደብረ፡ ነጠብጣብ፡ ወደብረ፡ ዓረር።
52:3	ወተስእልክዎ፡ ለመልአክ፡ ዘየሐውር፡ ምስሌየ፡ እንዘ፡ እብል፡ ምንት፡ እሙንቱ፡ እሉ፡ እለ፡ በኅቡእ፡ ርኢኩ።
52:4	ወይቤለኒ፡ እሉ፡ ኵሎሙ፡ ዘርኢከ፡ ለሥልጣነ፡ መሲሑ፡ እሙንቱ፡ ይከውኑ፡ ከመ፡ የአዝዝ፡ ወይትኀየል፡ ዲበ፡ ምድር።
52:5	ወአውሥአኒ፡ እንዘ፡ ይብል፡ ውእቱ፡ መልአከ፡ ሰላም፡ ጽናሕ፡ ንስቲተ፡ ወትሬኢ፡ ወይትከሠት፡ ለከ፡ ኵሉ፡ ዘኅቡእ፡ ዘተከላ፡ እግዚአ፡ መናፍስት።
52:6	ወእሎንቱ፡ አድባር፡ ዘርኢከ፡ ደብረ፡ ኀጺን፡ ወደብረ፡ ጸሪቅ፡ ወደብረ፡ ብሩር፡ ወደብረ፡ ወርቅ፡ ወደብረ፡ ነጠብጣብ፡ ወደብረ፡ ዓረር፡ እሉ፡ ኵሎሙ፡ ቅድሜሁ፡ ለኅሩይ፡ ይከውኑ፡ ከመ፡ መዓረ፡ ግራ፡ ዘቅድመ፡ ገጸ፡ እሳት፡ ወከመ፡ ማይ፡ ዘይወርድ፡ እምላዕሉ፡ ዲበ፡ እማንቱ፡ አድባር፡ ወይከውኑ፡ ድኩማነ፡ ታሕተ፡ እገሪሁ።
52:7	ወይከውን፡ በእማንቱ፡ መዋዕል፡ ኢይድኅኑ፡ ኢ፡ በወርቅ፡ ወኢ፡ በብሩር፡ ወኢይክሉ፡ ድኂነ፡ ወጐይየ።
52:8	ወኢይከውን፡ ኀጺን፡ ለጸብእ፡ ወኢ፡ ልብስ፡ ለድርዐ፡ እንግድዓ፡ ኢይበቍዕ፡ ብርት፡ ወኢ፡ ናእክ፡ ኢይበቍዕ፡ ወኢይትኌለቍ፡ ወዓረር፡ ኢይትፈቀድ።
52:9	አላ፡ ኵሎሙ፡ ይትከየዱ፡ ወይትሀጐሉ፡ ሀለዎሙ፡ እምገጸ፡ ምድር፡ ሶበ፡ ያስተርኢ፡ ኅሩይ፡ በቅድመ፡ ገጹ፡ ለእግዚአ፡ መናፍስት።
53:1	ወበህየ፡ ርእያ፡ አዕይንትየ፡ ቈላ፡ ዕሙቀ፡ ወርኅው፡ አፉሁ፡ ወኵሎሙ፡ እለ፡ የኀድሩ፡ ዲበ፡ የብስ፡ ወባሕር፡ ወደሰያት፡ አምኃ፡ ወአስትኣ፡ ወጋዳ፡ ያመጽኡ፡ ሎቱ፡ ወዝክቱሰ፡ ቈላ፡ ዕሙቅ፡ ኢይመልእ።
53:2	ወጌጋየ፡ እደዊሆሙ፡ ይገብሩ፡ ወኵሎ፡ ዘይጻምዉ፡ ለጌጋይ፡ ኃጥኣን፡ ይበልዑ፡ ወእምገጹ፡ ለእግዚአ፡ መናፍስት፡ ይትሀጐሉ፡ ኃጥኣን፡ ወእምገጻ፡ ለምድረ፡ ዚኣሁ፡ ይትቃወሙ፡ ወኢየኀልቁ፡ ለዓለመ፡ ዓለም።
53:3	እስመ፡ ርኢክዎሙ፡ ለመላእክተ፡ መቅሠፍት፡ እንዘ፡ የሐውሩ፡ ወያስተዳልዉ፡ ኵሎሙ፡ መባዕልተ፡ ለሰይጣን።
53:4	ወተስእልክዎ፡ ለመልአከ፡ ሰላም፡ ዘየሐውር፡ ምስሌየ፡ ወእቤሎ፡ እሎንተ፡ መባዕልተ፡ ለመኑ፡ ያስተዳልዉ።
53:5	ወይቤለኒ፡ እሎንተ፡ ያስተዳልዉ፡ ለነገሥት፡ ወለኀያላነ፡ ዘዝንቱ፡ ምድር፡ ከመ፡ ቦቱ፡ ይትሀጐሉ።
53:6	ወእምድኅረ፡ ዝ፡ ያስተርኢ፡ ጻድቅ፡ ወኅሩይ፡ ቤተ፡ ምስትጉቡአ፡ ዚኣሁ፡ እምይእዜሰ፡ ኢይትከልኡ፡ በስሙ፡ ለእግዚአ፡ መናፍስት።
53:7	ወእሉ፡ አድባር፡ ይከውኑ፡ በቅድመ፡ ገጹ፡ ከመ፡ ምድር፡ ወአውግር፡ ይከውኑ፡ ከመ፡ ነቅዐ፡ ማይ፡ ወያዐርፉ፡ ጻድቃን፡ እምጻማ፡ ኃጥኣን።
54:1	ወተመየጥኩ፡ ወርኢኩ፡ ካልአ፡ ገጸ፡ ምድር፡ ወርኢኩ፡ በህየ፡ ቈላ፡ ዕሙቀ፡ እንዘ፡ ይነድድ፡ እሳት።
54:2	ወአምጽእዎሙ፡ ለነገሥት፡ ወለኀያላን፡ ወወደይዎሙ፡ ውስተ፡ ዝኩ፡ ቈላ፡ ዕሙቅ።
54:3	ወበህየ፡ ርእያ፡ አዕይንትየ፡ ዘመባዕልቲሆሙ፡ እንዘ፡ ይገብርዎሙ፡ ማእሰርተ፡ ኀጺን፡ ዘአልቦ፡ መድሎት።
54:4	ወተስእልክዎ፡ ለመልአከ፡ ሰላም፡ ዘየሐውር፡ ምስሌየ፡ እንዘ፡ እብል፡ እሉ፡ ማእሰራተ፡ መባዕላት፡ ለመኑ፡ ይዴለዉ።
54:5	ወይቤለኒ፡ እሉ፡ ይዴለዉ፡ ለትዕይንተ፡ አዛዝኤል፡ ከመ፡ ይትመጠውዎሙ፡ ወይደይዎሙ፡ መትሕተ፡ ኵሉ፡ ደይን፡ ወአእባነ፡ ጠዋያተ፡ ይከድኑ፡ መላትሒሆሙ፡ በከመ፡ አዘዘ፡ እግዚአ፡ መናፍስት።
54:6	ወሚካኤል፡ ወገብርኤል፡ ወሩፋኤል፡ ወፋኑኤል፡ ውእቶሙ፡ ያጸንዕዎሙ፡ በይእቲ፡ ዕለት፡ ዐባይ፡ ወውስተ፡ እቶነ፡ እሳት፡ ዘይነድድ፡ ይወድይዎሙ፡ ውእተ፡ ዕለተ፡ ከመ፡ ይትበቀል፡ እምኔሆሙ፡ እግዚአ፡ መናፍስት፡ በዐመፃሆሙ፡ በእንተ፡ ዘኮኑ፡ ላእከ፡ ለሰይጣን፡ ወአስሐትዎሙ፡ ለእለ፡ የኀድሩ፡ ዲበ፡ የብስ።
54:7	ወበውእቱ፡ መዋዕል፡ ይወፅእ፡ መቅሠፍቱ፡ ለእግዚአ፡ መናፍስት፡ ወይትረኀው፡ ኵሉ፡ መዛግብተ፡ ማያት፡ ዘመልዕልተ፡ ሰማያት፡ ወዲበ፡ አንቅዕት፡ እለ፡ መትሕተ፡ ሰማያት፡ ወዘመልዕልተ፡ ምድር።
54:8	ወይዴመሩ፡ ኵሎሙ፡ ማያት፡ ዘምስለ፡ ማያት፡ ዘመልዕልተ፡ ሰማያት፡ ማይሰ፡ ዘመልዕልተ፡ ሰማያት፡ ተባዕታይ፡ ውእቱ፡ ወማይሰ፡ ዘመትሕተ፡ ምድር፡ አንስታይ፡ ይእቲ።
54:9	ወይደመሰሱ፡ ኵሉ፡ እለ፡ የኀድሩ፡ ዲበ፡ የብስ፡ ወእለ፡ የኀድሩ፡ መትሕተ፡ አጽናፈ፡ ሰማይ።
54:10	ወበእንተ፡ ዝ፡ አእመርዋ፡ ለዐመፃሆሙ፡ እንተ፡ ገብሩ፡ በዲበ፡ ምድር፡ ወበእንተ፡ ዝ፡ ይትሀጐሉ።
55:1	ወእምድኅረ፡ ዝ፡ ነስሐ፡ ርእሰ፡ መዋዕል፡ ወይቤ፡ በከ፡ አህጐልክዎሙ፡ ለኵሎሙ፡ እለ፡ ይነብሩ፡ ውስተ፡ የብስ።
55:2	ወመሐለ፡ በስሙ፡ ዐቢይ፡ ከመ፡ እምይእዜ፡ ኢይገብር፡ ከመ፡ ዝ፡ ለኵሎሙ፡ እለ፡ ይነብሩ፡ ዲበ፡ የብስ፡ ወትእምርተ፡ እወዲ፡ በሰማይ፡ ወይከውን፡ ማእከሌየ፡ ወማእከሌሆሙ፡ ሃይማኖተ፡ እስከ፡ ለዓለም፡ መጠነ፡ መዋዕለ፡ ሰማይ፡ ዲበ፡ ምድር።
55:3	ወእም፡ ዝ፡ በትእዛዝየ፡ ውእቱ፡ ሶበ፡ ፈቀድኩ፡ ከመ፡ ኣጽንዖሙ፡ በእደ፡ መላእክት፡ በዕለተ፡ ምንዳቤ፡ ወሕማም፡ ቅድመ፡ ዝ፡ መዐትየ፡ ወመቅሠፍትየ፡ የኀድር፡ ላዕሌሆሙ፡ ይቤ፡ እግዚአብሔር፡ እግዚአ፡ መናፍስት።
55:4	ነገሥት፡ ኀያላን፡ እለ፡ ተኀድሩ፡ ዲበ፡ የብስ፡ ሀለወክሙ፡ ትርአይዎ፡ ለኅሩየ፡ ዚኣየ፡ አመ፡ ይነብር፡ በመንበረ፡ ስብሐቲሁ፡ ወይኴንኖ፡ ለአዛዝኤል፡ ወለኵሎሙ፡ ማኅበረ፡ ዚኣሁ፡ ወለኵሎሙ፡ ትዕይንተ፡ ዚኣሁ፡ በስሙ፡ ለእግዚአ፡ መናፍስት።
56:1	ወርኢኩ፡ በህየ፡ ትዕይንተ፡ መላእክት፡ ዘመቅሠፍት፡ እንዘ፡ የሐውሩ፡ ወእኁዛን፡ መሣግረ፡ ኀጺን፡ ወብርት።
56:2	ወተስእልክዎ፡ ለመልአከ፡ ሰላም፡ ዘየሐውር፡ ምስሌየ፡ እንዘ፡ እብል፡ ለመኑ፡ የሐውሩ፡ እለ፡ ይእኅዙ።
56:3	ወይቤለኒ፡ አሐዱ፡ አሐዱ፡ ለኅሩያነ፡ ዚኣሆሙ፡ ወለፍቁራነ፡ ዚኣሆሙ፡ ከመ፡ ይትወደዩ፡ ውስተ፡ ንቅዐተ፡ ማዕምቅ፡ ዘቈላ።
56:4	ወአሜሃ፡ ይመልእ፡ ውእቱ፡ ቈላ፡ እምነ፡ ኅሩያን፡ ወፍቁራነ፡ ዚኣሆሙ፡ ወይትዌዳእ፡ ዕለተ፡ ሕይወቶሙ፡ ወዕለተ፡ ስሕተቶሙ፡ እምይእዜ፡ ኢይትኌለቍ።
56:5	ወበእማንቱ፡ መዋዕል፡ ይትጋብኡ፡ መላእክት፡ ወይወድዩ፡ አርእስቲሆሙ፡ ለምሥራቅ፡ ለኀበ፡ ሰብአ፡ ጳርቴ፡ ወሜድ፡ ወየሐውስዎሙ፡ ለነገሥት፡ ወይበውእ፡ ላዕሌሆሙ፡ መንፈሰ፡ ሀውክ፡ ወየሀውክዎሙ፡ እመናብርቲሆሙ፡ ወይወፅኡ፡ ከመ፡ አናብስት፡ እምስካባቲሆሙ፡ ወከመ፡ አዝእብት፡ ርኁባን፡ ማእከለ፡ መርዔተ፡ ዚኣሆሙ።
56:6	ወየዐርጉ፡ ወይከይድዋ፡ ለምድር፡ ኅሩያነ፡ ዚኣሁ፡ ወትከውን፡ ምድረ፡ ኅሩያነ፡ ዚኣሁ፡ በቅድሜሆሙ፡ ምክያደ፡ ወአሠረ።
56:7	ወሀገረ፡ ጻድቃነ፡ ዚኣየ፡ ይከውን፡ ማዕቅፈ፡ ለአፍራሲሆሙ፡ ወያነሥኡ፡ ቀትለ፡ በበይናቲሆሙ፡ ወትጸንዕ፡ የማኖሙ፡ ዲቤሆሙ፡ ወኢየአምሮ፡ ብእሲ፡ ለካልኡ፡ ወለእኁሁ፡ ወኢ፡ ወልድ፡ ለአቡሁ፡ ወለእሙ፡ እስከ፡ ይከውን፡ ኍልቈ፡ አብድንቲሆሙ፡ እሞቶሙ፡ ወእመቅሠፍቶሙ፡ ወኢይከውን፡ በከ።
56:8	ወበእማንቱ፡ መዋዕል፡ ትፈትሕ፡ አፉሃ፡ ሲኦል፡ ወይሠጠሙ፡ ውስቴታ፡ ወሀጕሎሙ፡ ሲኦል፡ ትውኅጦሙ፡ ለኃጥኣን፡ እምቅድመ፡ ገጸ፡ ኅሩያን።
57:1	ወኮነ፡ እምድኅረዝ፡ ወርኢኩ፡ ካልእተ፡ ትዕይንተ፡ ሰረገላት፡ እንዘ፡ ይጼዐኑ፡ ሰብእ፡ ውስቴቶሙ፡ ወይመጽኡ፡ ዲበ፡ ነፋሳት፡ እምሥራቅ፡ ወእምዕራብ፡ እስከ፡ መንፈቀ፡ ዕለት።
57:2	ወተሰምዐ፡ ድምፀ፡ ሠረገላቲሆሙ፡ ወሶበ፡ ኮነ፡ ዝ፡ ሀውክ፡ ቅዱሳን፡ እምሰማይ፡ አእመሩ፡ ወዐምደ፡ ምድር፡ ተሐውሰ፡ እመንበሩ፡ ወተሰምዐ፡ እምአጽናፈ፡ ሰማይ፡ እስከ፡ አጽናፈ፡ ሰማይ፡ በአሐቲ፡ ዕለት።
57:3	ወይወድቁ፡ ኵሎሙ፡ ወይሰግዱ፡ ለእግዚአ፡ መናፍስት፡ ወዝንቱ፡ ውእቱ፡ ተፍጻሜተ፡ ካልእ፡ ምሳሌ።
58:1	ወአኀዝኩ፡ እብል፡ ሣልሰ፡ ምሳሌ፡ በእንተ፡ ጻድቃን፡ ወበኅሩያን።
58:2	ብፁዓን፡ አንትሙ፡ ጻድቃን፡ ወኅሩያን፡ እስመ፡ ስቡሕ፡ ክፍልክሙ።
58:3	ወይከውኑ፡ ጻድቃን፡ በብርሃነ፡ ፀሓይ፡ ወኅሩያን፡ በብርሃነ፡ ሕይወት፡ ዘለዓለም፡ ወማኅለቅተ፡ አልቦቱ፡ ለመዋዕለ፡ ሕይወቶሙ፡ ወለቅዱሳን፡ ኍልቈ፡ መዋዕል፡ አልቦሙ።
58:4	ወየኀሥሥዎ፡ ለብርሃን፡ ወይረክቡ፡ ጽድቀ፡ በኀበ፡ እግዚአ፡ መናፍስት፡ ወሰላም፡ ለጻድቃን፡ ይከውን፡ በኀበ፡ እግዚአ፡ ዓለም።
58:5	ወእምድኅረ፡ ዝ፡ ይትበሀል፡ ለቅዱሳን፡ በሰማይ፡ ከመ፡ ይኅሥሡ፡ ኅቡኣተ፡ ጽድቅ፡ ክፍለ፡ ሃይማኖት፡ እስመ፡ ሠረቀ፡ ከመ፡ ፀሓይ፡ ዲበ፡ የብስ፡ ወጽልመት፡ ኀለፈ።
58:6	ወብርሃን፡ ዘኢይትኌለቍ፡ ይከውን፡ ወበኍልቈ፡ መዋዕል፡ ኢይበውኡ፡ እስመ፡ ቀዳሚ፡ ተሀጕለ፡ ጽልመት፡ ወብርሃን፡ ይጸንዕ፡ በቅድመ፡ እግዚአ፡ መናፍስት፡ ወብርሃነ፡ ርትዕ፡ ትጸንዕ፡ ለዓለም፡ በቅድመ፡ እግዚአ፡ መናፍስት።
59:1	ወበእማንቱ፡ መዋዕል፡ ርእያ፡ አዕይንትየ፡ ኅቡኣተ፡ መባርቅት፡ ወብርሃናት፡ ወኵነኔሆሙ፡ ወይበርቁ፡ ለበረከት፡ ወለመርገም፡ በከመ፡ ፈቀደ፡ እግዚአ፡ መናፍስት።
59:2	ወበህየ፡ ርኢኩ፡ ኅቡኣተ፡ ነጐድጓድ፡ ወሶበ፡ ይደቅቅ፡ በመልዕልተ፡ ሰማይ፡ ቃሎሙ፡ ይሰማዕ፡ ወማኅደራተ፡ የብስ፡ አስተርአየኒ፡ ወቃል፡ ነጐድጓድ፡ ለሰላም፡ ወለበረከት፡ ወለእመ፡ ለረጊም፡ በቃለ፡ እግዚአ፡ መናፍስት።
59:3	ወእምድኅረ፡ ዝ፡ ተርእየ፡ ሊተ፡ ኵሉ፡ ኅቡኣቲሆሙ፡ ለብርሃናት፡ ወለመባርቅት፡ ለበረከት፡ ወለጽጋብ፡ ይበርቁ።
60:1	በዓመት፡ ኀምስቱ፡ ምእት፡ ወበወርኅ፡ ሳብዕ፡ እምዐሡሩ፡ ወረቡዑ፡ ለወርኅ፡ በሕይወተ፡ ሄኖክ፡ በውእቱ፡ አምሳል፡ ርኢኩ፡ ከመ፡ ታድለቀልቅ፡ ሰማየ፡ ሰማያት፡ ድልቅልቀ፡ ዐቢይ፡ ወኀይሉ፡ ለልዑል፡ ወመላእክት፡ አእላፈ፡ አእላፋት፡ ወትእልፊተ፡ ትእልፊት፡ ተሀውኩ፡ ዐቢየ፡ ሁከተ።
60:2	ወሶቤሃ፡ ርኢኩ፡ ርእሰ፡ መዋዕል፡ ዲበ፡ መንበረ፡ ስብሐቲሁ፡ ይነብር፡ ወመላእክት፡ ወጻድቃን፡ ዐውዶ፡ ይቀውሙ።
60:3	ወሊተኒ፡ ዐቢይ፡ ረዓድ፡ ነሥአኒ፡ ወፍርሀት፡ አኀዘኒ፡ ወሐቌየ፡ ተቀጽዐ፡ ወተፈትሐ፡ ወኵለንታየ፡ ተመስወ፡ ወወደቁ፡ በገጽየ።
60:4	ወፈነወ፡ ቅዱስ፡ ሚካኤል፡ ካልአ፡ መልአከ፡ ቅዱሰ፡ አሐደ፡ እመላእክት፡ ቅዱሳን፡ ወአንሥአኒ፡ ወሶበ፡ አንሥአኒ፡ መንፈስየ፡ ገብአት፡ እስመ፡ ኢክህልኩ፡ ተዐግሦ፡ እምርእየ፡ ዝኩ፡ ኀይል፡ ወኪያሁ፡ ሀውክ፡ ወአንቀልቅሎ፡ ሰማይ።
60:5	ወይቤለኒ፡ ቅዱስ፡ ሚካኤል፡ በእንተ፡ ምንት፡ ራእየ፡ ዘከመ፡ ዝ፡ ተሀውከ፡ እስከ፡ ዮም፡ ሀለወት፡ ዕለተ፡ ምሕረቱ፡ ወሀሎ፡ መሓሪ፡ ወርሑቀ፡ መዐት፡ ላዕለ፡ እለ፡ የኀድሩ፡ ዲበ፡ የብስ።
60:6	ወሶበ፡ ትመጽእ፡ ዕለተ፡ ኀይል፡ ወመቅሠፍት፡ ወኵነኔ፡ እንተ፡ አስተዳለወ፡ እግዚአ፡ መናፍስት፡ ለእለ፡ ይሰግዱ፡ ለኵነኔ፡ ጽድቅ፡ ወለእለ፡ ይክሕዱ፡ ለኵነኔ፡ ጽድቅ፡ ወለእለ፡ ይነሥኡ፡ ስሞ፡ በከ፡ ወተደለወት፡ ይእቲ፡ ዕለት፡ ለኅሩያን፡ መሐላ፡ ወለኃጥኣን፡ ሐተታ።
60:7	ወይትከፈሉ፡ በይእቲ፡ ዕለት፡ ክልኤቱ፡ አናብርት፡ አንበሪ፡ አንስቲያዊት፡ ዘስማ፡ ሌዋታን፡ ከመ፡ ትኅድር፡ በልጎተ፡ ባሕር፡ መልዕልተ፡ አንቅዕተ፡ ማያት።
60:8	ወለተባዕታይ፡ ስሙ፡ ብሔሞት፡ ዘይእኅዝ፡ በእንግድዓሁ፡ በበድው፡ ዘኢያስተርኢ፡ ወስሙ፡ ዴንዳይን፡ በምሥራቀ፡ ገነት፡ በኀበ፡ ይነብሩ፡ ጻድቃን፡ ወኅሩያን፡ በኀበ፡ ተመጠወ፡ እምኄውየ፡ ዘውእቱ፡ ሳብዕ፡ እምአዳም፡ ቀዳሚሆሙ፡ ለሰብእ፡ ዘገብረ፡ እግዚአ፡ መናፍስት።
60:9	ወተስእልክዎ፡ ለዝኩ፡ ካልእ፡ መልአክ፡ ከመ፡ ያርእየኒ፡ ኀይሎሙ፡ ለእልክቱ፡ አናብርት፡ እፎ፡ ተሌለዩ፡ በአሐቲ፡ ዕለት፡ ወተወድዩ፡ አሐዱ፡ በልጐተ፡ ባሕር፡ ወአሐዱ፡ በየብሰ፡ በድው።
60:10	ወይቤለኒ፡ አንተ፡ ወልደ፡ ሰብእ፡ በዝየ፡ ትፈቅድ፡ ታእምር፡ ዘኅቡእ።
60:11	ወይቤለኒ፡ ካልእ፡ መልአክ፡ ዘየሐውር፡ ምስሌየ፡ ወዘበኅቡእ፡ ያሬእየኒ፡ ዘቀዳሚ፡ ወዘደኃሪ፡ በሰማይ፡ በውስተ፡ ላዕሉ፡ ወበውስተ፡ የብስ፡ በማዕምቅ፡ ወበአጽናፈ፡ ሰማይ፡ ወበመሠረተ፡ ሰማይ።
60:12	ወበመዛግብተ፡ ነፋሳት፡ ወእፎ፡ ይትከፈሉ፡ መናፍስት፡ ወእፎ፡ ይደሉ፡ ወእፎ፡ ይትኌለቁ፡ አንቅዕተ፡ ወነፋሳት፡ በኀይለ፡ መንፈስ፡ ወኀይሎሙ፡ ለብርሃነ፡ ወርኅ፡ ወከመ፡ ኀይለ፡ ጽድቅ፡ ወክፍላተ፡ ከዋክብት፡ በበ፡ ስሞሙ፡ ወኵሉ፡ ክፍል፡ ይትከፈል።
60:13	ወነጐድጓድ፡ በሙዳቃቲሆሙ፡ ወለኵሉ፡ ክፍል፡ ዘይትከፈል፡ ወመብረቅ፡ ከመ፡ ይበርቅ፡ ወትዕይንቶሙ፡ ከመ፡ ይስምዑ፡ ፍጡነ።
60:14	እስመ፡ ቦቱ፡ ለነጐድጓድ፡ ምዕራፋት፡ በትዕግሥት፡ ለቃለ፡ ዚኣሁ፡ ተውህበ፡ ወኢይትሌለዩ፡ ኢ፡ ነጐድጓድ፡ ወኢ፡ መብረቅ፡ ወኢ፡ አሐዱ፡ አሐዱ፡ በመንፈሰ፡ ክልኤሆሙ፡ የሐውሩ፡ ወኢይትሌለዩ።
60:15	እስመ፡ ሶበ፡ ይበርቅ፡ መብረቅ፡ ነጐድጓድ፡ ቃሎ፡ ይሁብ፡ ወመንፈስ፡ በጊዜሃ፡ የዐርፍ፡ ወዕሩየ፡ ይከፍል፡ ማእከሎሙ፡ እስመ፡ መዝገበ፡ ጊዜያቲሆሙ፡ ዘኆፃ፡ ውእቱ፡ ወአሐዱ፡ አሐዱ፡ እምኔሆሙ፡ በጊዜሁ፡ በልጓም፡ ይትአኀዙ፡ ወይትመየጡ፡ በኀይለ፡ መንፈስ፡ ወይትነዳእ፡ ከመ፡ ዝ፡ በከመ፡ ብዝኀ፡ አድዋለ፡ ምድር።
60:16	ወመንፈሰ፡ ባሕር፡ ተባዕታይ፡ ውእቱ፡ ወበከመ፡ ኀይለ፡ ጽንዓታ፡ በልጓም፡ ያገብኣ፡ ወከመ፡ ዝ፡ ትትነዳእ፡ ወትዘራዕ፡ በኵሉ፡ አድባረ፡ ምድር።
60:17	ወመንፈሰ፡ አስሐትያ፡ መልአከ፡ ዚኣሁ፡ ውእቱ፡ ወመንፈሰ፡ በረድ፡ መልአክ፡ ኄር፡ ውእቱ።
60:18	ወመልአከ፡ ሐመዳ፡ ኀደገ፡ በእንተ፡ እከየ፡ ዚኣሁ፡ ወመንፈስ፡ ቦቱ፡ ለባሕቲቱ፡ ወዘየዐርግ፡ እምኔሁ፡ ከመ፡ ጢስ፡ ውእቱ፡ ወስሙ፡ ደደክ።
60:19	ወመንፈሰ፡ ጊሜ፡ ኢይትኀበር፡ ምስሌሆሙ፡ ውስተ፡ መዛግብቲሆሙ፡ አላ፡ መዝገብ፡ ቦቱ፡ ለባሕቲቱ፡ እስመ፡ ምሕዋረ፡ ዚኣሁ፡ በስብሐት፡ ወበብርሃን፡ ወበጽልመት፡ ወበክረምት፡ ወበሐጋይ፡ ወመዝገበ፡ ዚኣሃ፡ ብርሃን፡ ውእቱ፡ ወመልአካ፡ ውእቱ።
60:20	ወመንፈሰ፡ ጠል፡ ማኅደሩ፡ በአጽናፈ፡ ሰማይ፡ ወድሩግ፡ ውእቱ፡ ምስለ፡ መዛግብተ፡ ዝናም፡ ወምሕዋረ፡ ዚኣሁ፡ በክረምት፡ ወበሐጋይ፡ ወደመና፡ ዚኣሁ፡ ወደመና፡ ጊሜ፡ ኅቡር፡ ውእቱ፡ ወአሐዱ፡ ለካልኡ፡ ይሁብ።
60:21	ወመንፈሱ፡ ለዝናም፡ ሶበ፡ ይትሐወስ፡ እመዝገበ፡ ዚኣሁ፡ ይመጽኡ፡ መላእክት፡ ወያርኅዉ፡ መዝገበ፡ ወያወፅእዎ፡ ወሶበ፡ ይዘራዕ፡ ዲበ፡ ኵሉ፡ የብስ፡ ይትኀበር፡ ምስለ፡ ኵሉ፡ ማይ፡ ዘዲበ፡ የብስ፡ ወሶበ፡ ይትኀበር፡ በኵሉ፡ ጊዜ፡ ምስለ፡ ማይ፡ ዘዲበ፡ የብስ።
60:22	እስመ፡ ኮኑ፡ ማያት፡ ለእለ፡ የኀድሩ፡ ዲበ፡ የብስ፡ እስመ፡ ሲሳያ፡ ለየብስ፡ እምኀበ፡ ልዑል፡ ዘበሰማይ፡ ውእቱ፡ እስመ፡ በእንተ፡ ዝ፡ መስፈርት፡ ቦቱ፡ ለዝናም፡ ወመላእክት፡ ይትሜጠውዎ።
60:23	እሎንተ፡ ኵሎሙ፡ ርኢኩ፡ እስከ፡ ገነተ፡ ጻድቃን።
60:24	ወይቤለኒ፡ መልአከ፡ ሰላም፡ ዘምስሌየ፡ ይሄሉ፡ እሉ፡ ክልኤቱ፡ አናብርት፡ ላዕለ፡ ዕበይ፡ ዘእግዚአብሔር፡ ድልዋን፡ ይሴሰዩ፡ ከመ፡ መቅሠፍቱ፡ ለእግዚአብሔር፡ በከ፡ ወይትቀተሉ፡ ደቂቅ፡ ምስለ፡ እማንቲሆሙ፡ ወውሉድ፡ ምስለ፡ አበዊሆሙ።
60:25	ሶበ፡ ተዐርፍ፡ መቅሠፍቱ፡ ለእግዚአ፡ መናፍስት፡ ዲቤሆሙ፡ ከመ፡ ኢትምጻእ፡ መቅሠፍቱ፡ ለእግዚአ፡ መናፍስት፡ በከ፡ ዲበ፡ እሉ፡ ድኅረ፡ ትከውን፡ ኵነኔ፡ በምሕረቱ፡ ወበትዕግሥቱ።
61:1	ወርኢኩ፡ በእማንቱ፡ መዋዕል፡ ተውህቡ፡ ለእልክቱ፡ መላእክት፡ አሕባል፡ ነዊኃን፡ ወነሥኡ፡ ሎሙ፡ ክንፈ፡ ወሰረሩ፡ ወሖሩ፡ መንገለ፡ መስዕ።
61:2	ወተስእልክዎ፡ ለመልአክ፡ እንዘ፡ እብል፡ ለምንት፡ ነሥኡ፡ እሎንተ፡ አሕባለ፡ ነዊኃተ፡ ወሖሩ።
61:3	ወይቤለኒ፡ መልአክ፡ ዘምስሌየ፡ የሐውሩ፡ ከመ፡ ይመጥኑ፡ አምጣናተ፡ ጻድቃን፡ ያመጽኡ፡ ከመ፡ ይትመርጐዙ፡ ዲበ፡ ስሙ፡ ለእግዚአ፡ መናፍስት፡ ለዓለመ፡ ዓለም።
61:4	ወይዌጥኑ፡ ወየኀድሩ፡ ኅሩያን፡ ምስለ፡ ኅሩያን፡ ወእሉ፡ እሙንቱ፡ አምጣናት፡ እለ፡ ይትወሀቡ፡ ለሃይማኖት፡ ወያጸንዑ፡ ቃለ፡ ጽድቅ።
